frame_id,handedness,finger,depth_mm
137,Right,pinky,220.0
137,Left,thumb,196.0
137,Left,index,230.0
137,Left,middle,230.0
137,Left,ring,216.0
137,Left,pinky,202.0
138,Right,thumb,248.0
138,Right,index,239.0
138,Right,middle,256.0
138,Right,ring,235.0
138,Right,pinky,226.0
138,Left,thumb,188.0
138,Left,index,215.0
138,Left,middle,218.0
138,Left,ring,198.0
138,Left,pinky,189.0
139,Right,thumb,258.0
139,Right,index,276.0
139,Right,middle,273.0
139,Right,ring,244.0
139,Right,pinky,228.0
139,Left,thumb,209.0
139,Left,index,236.0
139,Left,middle,233.0
139,Left,ring,211.0
139,Left,pinky,195.0
140,Right,thumb,247.0
140,Right,index,242.0
140,Right,middle,249.0
140,Right,ring,230.0
140,Right,pinky,216.0
140,Left,thumb,199.0
140,Left,index,218.0
140,Left,middle,207.0
140,Left,ring,209.0
140,Left,pinky,203.0
141,Right,thumb,258.0
141,Right,index,262.0
141,Right,middle,278.0
141,Right,ring,256.0
141,Right,pinky,238.0
141,Left,thumb,205.0
141,Left,index,213.0
141,Left,middle,220.0
141,Left,ring,204.0
141,Left,pinky,198.0
142,Right,thumb,234.0
142,Right,index,275.0
142,Right,middle,278.0
142,Right,ring,250.0
142,Right,pinky,236.0
142,Left,thumb,173.0
142,Left,index,188.0
142,Left,middle,213.0
142,Left,ring,214.0
142,Left,pinky,212.0
143,Left,thumb,188.0
143,Left,index,240.0
143,Left,middle,221.0
143,Left,ring,206.0
143,Left,pinky,199.0
143,Right,thumb,248.0
143,Right,index,246.0
143,Right,middle,242.0
143,Right,ring,235.0
143,Right,pinky,236.0
144,Left,thumb,180.0
144,Left,index,207.0
144,Left,middle,220.0
144,Left,ring,230.0
144,Left,pinky,214.0
144,Right,thumb,237.0
144,Right,index,266.0
144,Right,middle,280.0
144,Right,ring,243.0
144,Right,pinky,216.0
145,Left,thumb,181.0
145,Left,index,286.0
145,Left,middle,223.0
145,Left,ring,228.0
145,Left,pinky,214.0
145,Right,thumb,182.0
145,Right,index,260.0
145,Right,middle,276.0
145,Right,ring,238.0
145,Right,pinky,223.0
146,Left,thumb,194.0
146,Left,index,216.0
146,Left,middle,224.0
146,Left,ring,230.0
146,Left,pinky,205.0
146,Right,thumb,216.0
146,Right,index,274.0
146,Right,middle,276.0
146,Right,ring,252.0
146,Right,pinky,242.0
147,Right,thumb,216.0
147,Right,index,275.0
147,Right,middle,297.0
147,Right,ring,238.0
147,Right,pinky,222.0
148,Right,thumb,252.0
148,Right,index,249.0
148,Right,middle,267.0
148,Right,ring,252.0
148,Right,pinky,247.0
148,Left,thumb,211.0
148,Left,index,263.0
148,Left,middle,234.0
148,Left,ring,233.0
148,Left,pinky,206.0
149,Right,thumb,260.0
149,Right,index,270.0
149,Right,middle,284.0
149,Right,ring,268.0
149,Right,pinky,241.0
149,Left,thumb,206.0
149,Left,index,249.0
149,Left,middle,230.0
149,Left,ring,226.0
149,Left,pinky,210.0
150,Right,thumb,251.0
150,Right,index,266.0
150,Right,middle,269.0
150,Right,ring,238.0
150,Right,pinky,218.0
150,Left,thumb,207.0
150,Left,index,260.0
150,Left,middle,225.0
150,Left,ring,210.0
150,Left,pinky,190.0
151,Right,thumb,263.0
151,Right,index,265.0
151,Right,middle,284.0
151,Right,ring,253.0
151,Right,pinky,235.0
151,Left,thumb,203.0
151,Left,index,204.0
151,Left,middle,215.0
151,Left,ring,228.0
151,Left,pinky,205.0
152,Right,thumb,260.0
152,Right,index,274.0
152,Right,middle,289.0
152,Right,ring,257.0
152,Right,pinky,232.0
152,Left,thumb,196.0
152,Left,index,261.0
152,Left,middle,235.0
152,Left,ring,215.0
152,Left,pinky,199.0
153,Right,thumb,261.0
153,Right,index,285.0
153,Right,middle,279.0
153,Right,ring,242.0
153,Right,pinky,229.0
153,Left,thumb,183.0
153,Left,index,200.0
153,Left,middle,223.0
153,Left,ring,232.0
153,Left,pinky,208.0
154,Right,thumb,245.0
154,Right,index,235.0
154,Right,middle,228.0
154,Right,ring,223.0
154,Right,pinky,210.0
154,Left,thumb,247.0
154,Left,index,215.0
154,Left,middle,211.0
154,Left,ring,199.0
154,Left,pinky,191.0
155,Left,thumb,216.0
155,Left,index,199.0
155,Left,middle,216.0
155,Left,ring,206.0
155,Left,pinky,204.0
155,Right,thumb,265.0
155,Right,index,284.0
155,Right,middle,304.0
155,Right,ring,273.0
155,Right,pinky,234.0
156,Right,thumb,258.0
156,Right,index,292.0
156,Right,middle,307.0
156,Right,ring,268.0
156,Right,pinky,244.0
156,Left,thumb,191.0
156,Left,index,189.0
156,Left,middle,220.0
156,Left,ring,241.0
156,Left,pinky,222.0
157,Left,thumb,210.0
157,Left,index,240.0
157,Left,middle,246.0
157,Left,ring,226.0
157,Left,pinky,203.0
157,Right,thumb,269.0
157,Right,index,292.0
157,Right,middle,297.0
157,Right,ring,269.0
157,Right,pinky,252.0
158,Right,thumb,270.0
158,Right,index,310.0
158,Right,middle,310.0
158,Right,ring,258.0
158,Right,pinky,232.0
159,Right,thumb,256.0
159,Right,index,269.0
159,Right,middle,262.0
159,Right,ring,258.0
159,Right,pinky,237.0
159,Left,thumb,199.0
159,Left,index,224.0
159,Left,middle,228.0
159,Left,ring,215.0
159,Left,pinky,198.0
160,Right,thumb,266.0
160,Right,index,298.0
160,Right,middle,298.0
160,Right,ring,266.0
160,Right,pinky,248.0
160,Left,thumb,190.0
160,Left,index,206.0
160,Left,middle,225.0
160,Left,ring,210.0
160,Left,pinky,189.0
161,Right,thumb,266.0
161,Right,index,283.0
161,Right,middle,292.0
161,Right,ring,244.0
161,Right,pinky,221.0
161,Left,thumb,176.0
161,Left,index,189.0
161,Left,middle,221.0
161,Left,ring,234.0
161,Left,pinky,205.0
162,Right,thumb,260.0
162,Right,index,238.0
162,Right,middle,238.0
162,Right,ring,242.0
162,Right,pinky,230.0
162,Left,thumb,192.0
162,Left,index,224.0
162,Left,middle,229.0
162,Left,ring,217.0
162,Left,pinky,196.0
163,Right,thumb,264.0
163,Right,index,281.0
163,Right,middle,294.0
163,Right,ring,259.0
163,Right,pinky,232.0
163,Left,thumb,179.0
163,Left,index,189.0
163,Left,middle,221.0
163,Left,ring,219.0
163,Left,pinky,211.0
164,Left,thumb,194.0
164,Left,index,226.0
164,Left,middle,225.0
164,Left,ring,206.0
164,Left,pinky,199.0
164,Right,thumb,255.0
164,Right,index,268.0
164,Right,middle,276.0
164,Right,ring,237.0
164,Right,pinky,221.0
165,Left,thumb,205.0
165,Left,index,226.0
165,Left,middle,223.0
165,Left,ring,207.0
165,Left,pinky,200.0
165,Right,thumb,260.0
165,Right,index,274.0
165,Right,middle,247.0
165,Right,ring,231.0
165,Right,pinky,226.0
166,Left,thumb,201.0
166,Left,index,200.0
166,Left,middle,223.0
166,Left,ring,223.0
166,Left,pinky,221.0
166,Right,thumb,264.0
166,Right,index,290.0
166,Right,middle,276.0
166,Right,ring,245.0
166,Right,pinky,226.0
167,Left,thumb,178.0
167,Left,index,206.0
167,Left,middle,219.0
167,Left,ring,231.0
167,Left,pinky,211.0
167,Right,thumb,266.0
167,Right,index,258.0
167,Right,middle,256.0
167,Right,ring,239.0
167,Right,pinky,226.0
168,Left,thumb,192.0
168,Left,index,238.0
168,Left,middle,231.0
168,Left,ring,216.0
168,Left,pinky,207.0
168,Right,thumb,254.0
168,Right,index,261.0
168,Right,middle,250.0
168,Right,ring,247.0
168,Right,pinky,232.0
169,Right,thumb,257.0
169,Right,index,273.0
169,Right,middle,279.0
169,Right,ring,251.0
169,Right,pinky,237.0
169,Left,thumb,214.0
169,Left,index,209.0
169,Left,middle,221.0
169,Left,ring,256.0
169,Left,pinky,216.0
170,Right,thumb,259.0
170,Right,index,283.0
170,Right,middle,303.0
170,Right,ring,262.0
170,Right,pinky,239.0
170,Left,thumb,211.0
170,Left,index,243.0
170,Left,middle,241.0
170,Left,ring,234.0
170,Left,pinky,209.0
171,Left,thumb,205.0
171,Left,index,241.0
171,Left,middle,246.0
171,Left,ring,228.0
171,Left,pinky,209.0
171,Right,thumb,262.0
171,Right,index,269.0
171,Right,middle,260.0
171,Right,ring,256.0
171,Right,pinky,230.0
172,Right,thumb,256.0
172,Right,index,284.0
172,Right,middle,275.0
172,Right,ring,238.0
172,Right,pinky,226.0
172,Left,thumb,191.0
172,Left,index,233.0
172,Left,middle,228.0
172,Left,ring,214.0
172,Left,pinky,204.0
173,Right,thumb,255.0
173,Right,index,281.0
173,Right,middle,287.0
173,Right,ring,249.0
173,Right,pinky,232.0
173,Left,thumb,198.0
173,Left,index,202.0
173,Left,middle,222.0
173,Left,ring,213.0
173,Left,pinky,197.0
174,Right,thumb,267.0
174,Right,index,257.0
174,Right,middle,253.0
174,Right,ring,223.0
174,Right,pinky,220.0
175,Right,thumb,268.0
175,Right,index,290.0
175,Right,middle,274.0
175,Right,ring,223.0
175,Right,pinky,213.0
175,Left,thumb,183.0
175,Left,index,228.0
175,Left,middle,215.0
175,Left,ring,221.0
175,Left,pinky,207.0
176,Right,thumb,244.0
176,Right,index,268.0
176,Right,middle,275.0
176,Right,ring,231.0
176,Right,pinky,215.0
176,Left,thumb,202.0
176,Left,index,235.0
176,Left,middle,216.0
176,Left,ring,209.0
176,Left,pinky,198.0
177,Left,thumb,186.0
177,Left,index,204.0
177,Left,middle,226.0
177,Left,ring,202.0
177,Left,pinky,198.0
177,Right,thumb,258.0
177,Right,index,280.0
177,Right,middle,275.0
177,Right,ring,249.0
177,Right,pinky,214.0
178,Left,thumb,195.0
178,Left,index,186.0
178,Left,middle,216.0
178,Left,ring,220.0
178,Left,pinky,216.0
179,Left,thumb,208.0
179,Left,index,240.0
179,Left,middle,235.0
179,Left,ring,223.0
179,Left,pinky,208.0
179,Right,thumb,264.0
179,Right,index,250.0
179,Right,middle,264.0
179,Right,ring,266.0
179,Right,pinky,244.0
180,Left,thumb,210.0
180,Left,index,247.0
180,Left,middle,242.0
180,Left,ring,226.0
180,Left,pinky,209.0
180,Right,thumb,267.0
180,Right,index,241.0
180,Right,middle,263.0
180,Right,ring,266.0
180,Right,pinky,249.0
181,Right,thumb,247.0
181,Right,index,270.0
181,Right,middle,282.0
181,Right,ring,242.0
181,Right,pinky,224.0
181,Left,thumb,193.0
181,Left,index,284.0
181,Left,middle,234.0
181,Left,ring,241.0
181,Left,pinky,215.0
182,Left,thumb,215.0
182,Left,index,233.0
182,Left,middle,248.0
182,Left,ring,229.0
182,Left,pinky,209.0
182,Right,thumb,266.0
182,Right,index,253.0
182,Right,middle,260.0
182,Right,ring,261.0
182,Right,pinky,241.0
183,Right,thumb,262.0
183,Right,index,275.0
183,Right,middle,275.0
183,Right,ring,241.0
183,Right,pinky,225.0
183,Left,thumb,185.0
183,Left,index,244.0
183,Left,middle,226.0
183,Left,ring,251.0
183,Left,pinky,220.0
184,Right,thumb,256.0
184,Right,index,231.0
184,Right,middle,249.0
184,Right,ring,236.0
184,Right,pinky,226.0
184,Left,thumb,200.0
184,Left,index,233.0
184,Left,middle,233.0
184,Left,ring,221.0
184,Left,pinky,199.0
185,Right,thumb,251.0
185,Right,index,278.0
185,Right,middle,283.0
185,Right,ring,269.0
185,Right,pinky,249.0
185,Left,thumb,192.0
185,Left,index,281.0
185,Left,middle,218.0
185,Left,ring,228.0
185,Left,pinky,206.0
186,Right,thumb,256.0
186,Right,index,285.0
186,Right,middle,302.0
186,Right,ring,241.0
186,Right,pinky,220.0
186,Left,thumb,199.0
186,Left,index,222.0
186,Left,middle,241.0
186,Left,ring,222.0
186,Left,pinky,200.0
187,Right,thumb,252.0
187,Right,index,255.0
187,Right,middle,283.0
187,Right,ring,255.0
187,Right,pinky,238.0
187,Left,thumb,201.0
187,Left,index,200.0
187,Left,middle,223.0
187,Left,ring,255.0
187,Left,pinky,202.0
188,Right,thumb,248.0
188,Right,index,233.0
188,Right,middle,235.0
188,Right,ring,234.0
188,Right,pinky,212.0
188,Left,thumb,196.0
188,Left,index,224.0
188,Left,middle,222.0
188,Left,ring,216.0
188,Left,pinky,205.0
189,Left,thumb,206.0
189,Left,index,231.0
189,Left,middle,233.0
189,Left,ring,227.0
189,Left,pinky,200.0
189,Right,thumb,256.0
189,Right,index,285.0
189,Right,middle,283.0
189,Right,ring,249.0
189,Right,pinky,220.0
190,Right,thumb,254.0
190,Right,index,268.0
190,Right,middle,280.0
190,Right,ring,254.0
190,Right,pinky,237.0
190,Left,thumb,203.0
190,Left,index,260.0
190,Left,middle,229.0
190,Left,ring,218.0
190,Left,pinky,210.0
191,Left,thumb,237.0
191,Left,index,247.0
191,Left,middle,230.0
191,Left,ring,218.0
191,Left,pinky,201.0
191,Right,thumb,255.0
191,Right,index,276.0
191,Right,middle,288.0
191,Right,ring,257.0
191,Right,pinky,234.0
192,Left,thumb,230.0
192,Left,index,288.0
192,Left,middle,217.0
192,Left,ring,235.0
192,Left,pinky,210.0
193,Right,thumb,260.0
193,Right,index,273.0
193,Right,middle,277.0
193,Right,ring,270.0
193,Right,pinky,253.0
193,Left,thumb,212.0
193,Left,index,233.0
193,Left,middle,230.0
193,Left,ring,222.0
193,Left,pinky,206.0
194,Left,thumb,193.0
194,Left,index,210.0
194,Left,middle,253.0
194,Left,ring,248.0
194,Left,pinky,208.0
194,Right,thumb,253.0
194,Right,index,286.0
194,Right,middle,305.0
194,Right,ring,286.0
194,Right,pinky,268.0
195,Right,thumb,244.0
195,Right,index,266.0
195,Right,middle,280.0
195,Right,ring,251.0
195,Right,pinky,238.0
195,Left,thumb,203.0
195,Left,index,228.0
195,Left,middle,228.0
195,Left,ring,218.0
195,Left,pinky,197.0
196,Right,thumb,243.0
196,Right,index,258.0
196,Right,middle,284.0
196,Right,ring,279.0
196,Right,pinky,272.0
196,Left,thumb,201.0
196,Left,index,247.0
196,Left,middle,226.0
196,Left,ring,205.0
196,Left,pinky,179.0
197,Right,thumb,254.0
197,Right,index,283.0
197,Right,middle,260.0
197,Right,ring,243.0
197,Right,pinky,226.0
197,Left,thumb,198.0
197,Left,index,286.0
197,Left,middle,213.0
197,Left,ring,226.0
197,Left,pinky,203.0
198,Right,thumb,240.0
198,Right,index,241.0
198,Right,middle,261.0
198,Right,ring,248.0
198,Right,pinky,233.0
198,Left,thumb,242.0
198,Left,index,239.0
198,Left,middle,247.0
198,Left,ring,216.0
198,Left,pinky,198.0
199,Right,thumb,258.0
199,Right,index,289.0
199,Right,middle,272.0
199,Right,ring,269.0
199,Right,pinky,246.0
199,Left,thumb,186.0
199,Left,index,212.0
199,Left,middle,223.0
199,Left,ring,254.0
199,Left,pinky,218.0
200,Right,thumb,260.0
200,Right,index,280.0
200,Right,middle,260.0
200,Right,ring,269.0
200,Right,pinky,292.0
200,Left,thumb,207.0
200,Left,index,246.0
200,Left,middle,251.0
200,Left,ring,215.0
200,Left,pinky,194.0
201,Right,thumb,258.0
201,Right,index,254.0
201,Right,middle,268.0
201,Right,ring,246.0
201,Right,pinky,230.0
201,Left,thumb,188.0
201,Left,index,194.0
201,Left,middle,225.0
201,Left,ring,259.0
201,Left,pinky,233.0
202,Left,thumb,218.0
202,Left,index,273.0
202,Left,middle,258.0
202,Left,ring,226.0
202,Left,pinky,212.0
202,Right,thumb,266.0
202,Right,index,278.0
202,Right,middle,301.0
202,Right,ring,258.0
202,Right,pinky,236.0
203,Right,thumb,260.0
203,Right,index,286.0
203,Right,middle,272.0
203,Right,ring,244.0
203,Right,pinky,234.0
203,Left,thumb,196.0
203,Left,index,202.0
203,Left,middle,219.0
203,Left,ring,248.0
203,Left,pinky,215.0
204,Right,thumb,259.0
204,Right,index,241.0
204,Right,middle,253.0
204,Right,ring,235.0
204,Right,pinky,211.0
204,Left,thumb,201.0
204,Left,index,224.0
204,Left,middle,218.0
204,Left,ring,212.0
204,Left,pinky,200.0
205,Right,thumb,259.0
205,Right,index,287.0
205,Right,middle,292.0
205,Right,ring,263.0
205,Right,pinky,236.0
205,Left,thumb,217.0
205,Left,index,237.0
205,Left,middle,226.0
205,Left,ring,244.0
205,Left,pinky,230.0
206,Right,thumb,234.0
206,Right,index,264.0
206,Right,middle,265.0
206,Right,ring,246.0
206,Right,pinky,231.0
206,Left,thumb,199.0
206,Left,index,242.0
206,Left,middle,230.0
206,Left,ring,227.0
206,Left,pinky,206.0
207,Left,thumb,209.0
207,Left,index,213.0
207,Left,middle,225.0
207,Left,ring,235.0
207,Left,pinky,224.0
207,Right,thumb,258.0
207,Right,index,281.0
207,Right,middle,293.0
207,Right,ring,257.0
207,Right,pinky,234.0
208,Right,thumb,253.0
208,Right,index,278.0
208,Right,middle,285.0
208,Right,ring,262.0
208,Right,pinky,243.0
208,Left,thumb,233.0
208,Left,index,278.0
208,Left,middle,243.0
208,Left,ring,229.0
208,Left,pinky,206.0
209,Left,thumb,216.0
209,Left,index,201.0
209,Left,middle,224.0
209,Left,ring,237.0
209,Left,pinky,216.0
209,Right,thumb,245.0
209,Right,index,255.0
209,Right,middle,254.0
209,Right,ring,252.0
209,Right,pinky,235.0
210,Left,thumb,218.0
210,Left,index,296.0
210,Left,middle,242.0
210,Left,ring,235.0
210,Left,pinky,213.0
210,Right,thumb,258.0
210,Right,index,273.0
210,Right,middle,292.0
210,Right,ring,257.0
210,Right,pinky,239.0
211,Left,thumb,223.0
211,Left,index,285.0
211,Left,middle,238.0
211,Left,ring,238.0
211,Left,pinky,218.0
212,Left,thumb,248.0
212,Left,index,291.0
212,Left,middle,242.0
212,Left,ring,252.0
212,Left,pinky,221.0
212,Right,thumb,253.0
212,Right,index,280.0
212,Right,middle,295.0
212,Right,ring,261.0
212,Right,pinky,239.0
213,Right,thumb,255.0
213,Right,index,295.0
213,Right,middle,283.0
213,Right,ring,235.0
213,Right,pinky,222.0
214,Right,thumb,260.0
214,Right,index,261.0
214,Right,middle,287.0
214,Right,ring,263.0
214,Right,pinky,238.0
214,Left,thumb,208.0
214,Left,index,263.0
214,Left,middle,254.0
214,Left,ring,229.0
214,Left,pinky,199.0
215,Right,thumb,266.0
215,Right,index,296.0
215,Right,middle,308.0
215,Right,ring,290.0
215,Right,pinky,265.0
215,Left,thumb,197.0
215,Left,index,207.0
215,Left,middle,241.0
215,Left,ring,231.0
215,Left,pinky,221.0
216,Right,thumb,260.0
216,Right,index,292.0
216,Right,middle,287.0
216,Right,ring,233.0
216,Right,pinky,221.0
216,Left,thumb,210.0
216,Left,index,249.0
216,Left,middle,233.0
216,Left,ring,251.0
216,Left,pinky,214.0
217,Right,thumb,261.0
217,Right,index,246.0
217,Right,middle,272.0
217,Right,ring,250.0
217,Right,pinky,234.0
217,Left,thumb,205.0
217,Left,index,235.0
217,Left,middle,239.0
217,Left,ring,215.0
217,Left,pinky,190.0
218,Right,thumb,273.0
218,Right,index,299.0
218,Right,middle,305.0
218,Right,ring,274.0
218,Right,pinky,243.0
218,Left,thumb,186.0
218,Left,index,201.0
218,Left,middle,216.0
218,Left,ring,247.0
218,Left,pinky,225.0
219,Left,thumb,187.0
219,Left,index,246.0
219,Left,middle,233.0
219,Left,ring,207.0
219,Left,pinky,196.0
219,Right,thumb,253.0
219,Right,index,288.0
219,Right,middle,281.0
219,Right,ring,247.0
219,Right,pinky,234.0
220,Right,thumb,261.0
220,Right,index,277.0
220,Right,middle,303.0
220,Right,ring,258.0
220,Right,pinky,235.0
221,Left,thumb,278.0
221,Left,index,262.0
221,Left,middle,269.0
221,Left,ring,210.0
221,Left,pinky,210.0
221,Left,thumb,233.0
221,Left,index,296.0
221,Left,middle,296.0
221,Left,ring,202.0
221,Left,pinky,200.0
222,Left,thumb,191.0
222,Left,index,278.0
222,Left,middle,249.0
222,Left,ring,228.0
222,Left,pinky,204.0
222,Right,thumb,249.0
222,Right,index,236.0
222,Right,middle,245.0
222,Right,ring,242.0
222,Right,pinky,235.0
223,Left,thumb,192.0
223,Left,index,267.0
223,Left,middle,247.0
223,Left,ring,227.0
223,Left,pinky,217.0
224,Left,thumb,199.0
224,Left,index,216.0
224,Left,middle,235.0
224,Left,ring,224.0
224,Left,pinky,192.0
224,Right,thumb,191.0
224,Right,index,222.0
224,Right,middle,235.0
224,Right,ring,231.0
224,Right,pinky,233.0
225,Left,thumb,193.0
225,Left,index,260.0
225,Left,middle,234.0
225,Left,ring,217.0
225,Left,pinky,186.0
225,Right,thumb,223.0
225,Right,index,267.0
225,Right,middle,264.0
225,Right,ring,259.0
225,Right,pinky,250.0
226,Right,thumb,209.0
226,Right,index,277.0
226,Right,middle,287.0
226,Right,ring,235.0
226,Right,pinky,225.0
227,Left,thumb,168.0
227,Left,index,183.0
227,Left,middle,212.0
227,Left,ring,223.0
227,Left,pinky,208.0
227,Right,thumb,255.0
227,Right,index,234.0
227,Right,middle,244.0
227,Right,ring,236.0
227,Right,pinky,221.0
228,Left,thumb,208.0
228,Left,index,237.0
228,Left,middle,232.0
228,Left,ring,212.0
228,Left,pinky,198.0
228,Right,thumb,257.0
228,Right,index,263.0
228,Right,middle,259.0
228,Right,ring,237.0
228,Right,pinky,224.0
229,Left,thumb,183.0
229,Left,index,192.0
229,Left,middle,224.0
229,Left,ring,224.0
229,Left,pinky,215.0
229,Right,thumb,275.0
229,Right,index,295.0
229,Right,middle,291.0
229,Right,ring,258.0
229,Right,pinky,272.0
230,Right,thumb,274.0
230,Right,index,244.0
230,Right,middle,253.0
230,Right,ring,238.0
230,Right,pinky,228.0
230,Left,thumb,190.0
230,Left,index,231.0
230,Left,middle,228.0
230,Left,ring,215.0
230,Left,pinky,200.0
231,Right,thumb,281.0
231,Right,index,287.0
231,Right,middle,291.0
231,Right,ring,261.0
231,Right,pinky,242.0
231,Left,thumb,190.0
231,Left,index,205.0
231,Left,middle,218.0
231,Left,ring,211.0
231,Left,pinky,199.0
232,Right,thumb,273.0
232,Right,index,300.0
232,Right,middle,299.0
232,Right,ring,254.0
232,Right,pinky,231.0
232,Left,thumb,174.0
232,Left,index,183.0
232,Left,middle,208.0
232,Left,ring,250.0
232,Left,pinky,208.0
233,Left,thumb,194.0
233,Left,index,222.0
233,Left,middle,232.0
233,Left,ring,217.0
233,Left,pinky,202.0
233,Right,thumb,261.0
233,Right,index,247.0
233,Right,middle,253.0
233,Right,ring,236.0
233,Right,pinky,223.0
234,Right,thumb,273.0
234,Right,index,289.0
234,Right,middle,289.0
234,Right,ring,258.0
234,Right,pinky,234.0
234,Left,thumb,179.0
234,Left,index,203.0
234,Left,middle,231.0
234,Left,ring,237.0
234,Left,pinky,214.0
235,Right,thumb,257.0
235,Right,index,234.0
235,Right,middle,259.0
235,Right,ring,251.0
235,Right,pinky,228.0
235,Left,thumb,199.0
235,Left,index,226.0
235,Left,middle,223.0
235,Left,ring,214.0
235,Left,pinky,200.0
236,Right,thumb,256.0
236,Right,index,267.0
236,Right,middle,283.0
236,Right,ring,271.0
236,Right,pinky,250.0
236,Left,thumb,198.0
236,Left,index,201.0
236,Left,middle,223.0
236,Left,ring,240.0
236,Left,pinky,211.0
237,Right,thumb,259.0
237,Right,index,277.0
237,Right,middle,269.0
237,Right,ring,230.0
237,Right,pinky,242.0
237,Left,thumb,201.0
237,Left,index,210.0
237,Left,middle,222.0
237,Left,ring,246.0
237,Left,pinky,197.0
238,Right,thumb,257.0
238,Right,index,265.0
238,Right,middle,265.0
238,Right,ring,248.0
238,Right,pinky,240.0
238,Left,thumb,211.0
238,Left,index,215.0
238,Left,middle,223.0
238,Left,ring,218.0
238,Left,pinky,201.0
239,Right,thumb,257.0
239,Right,index,276.0
239,Right,middle,272.0
239,Right,ring,238.0
239,Right,pinky,231.0
239,Left,thumb,185.0
239,Left,index,192.0
239,Left,middle,215.0
239,Left,ring,234.0
239,Left,pinky,206.0
240,Left,thumb,195.0
240,Left,index,221.0
240,Left,middle,222.0
240,Left,ring,209.0
240,Left,pinky,199.0
240,Right,thumb,259.0
240,Right,index,237.0
240,Right,middle,255.0
240,Right,ring,247.0
240,Right,pinky,231.0
241,Left,thumb,213.0
241,Left,index,243.0
241,Left,middle,233.0
241,Left,ring,223.0
241,Left,pinky,199.0
241,Right,thumb,260.0
241,Right,index,284.0
241,Right,middle,296.0
241,Right,ring,278.0
241,Right,pinky,250.0
242,Right,thumb,250.0
242,Right,index,261.0
242,Right,middle,274.0
242,Right,ring,248.0
242,Right,pinky,228.0
242,Left,thumb,202.0
242,Left,index,225.0
242,Left,middle,227.0
242,Left,ring,217.0
242,Left,pinky,212.0
243,Right,thumb,256.0
243,Right,index,239.0
243,Right,middle,255.0
243,Right,ring,251.0
243,Right,pinky,231.0
243,Left,thumb,201.0
243,Left,index,240.0
243,Left,middle,218.0
243,Left,ring,218.0
243,Left,pinky,198.0
244,Right,thumb,268.0
244,Right,index,289.0
244,Right,middle,269.0
244,Right,ring,243.0
244,Right,pinky,229.0
245,Right,thumb,273.0
245,Right,index,257.0
245,Right,middle,266.0
245,Right,ring,258.0
245,Right,pinky,252.0
245,Left,thumb,200.0
245,Left,index,227.0
245,Left,middle,238.0
245,Left,ring,224.0
245,Left,pinky,206.0
246,Right,thumb,266.0
246,Right,index,292.0
246,Right,middle,299.0
246,Right,ring,280.0
246,Right,pinky,255.0
246,Left,thumb,217.0
246,Left,index,230.0
246,Left,middle,230.0
246,Left,ring,222.0
246,Left,pinky,203.0
247,Right,thumb,260.0
247,Right,index,245.0
247,Right,middle,260.0
247,Right,ring,250.0
247,Right,pinky,235.0
247,Left,thumb,199.0
247,Left,index,229.0
247,Left,middle,232.0
247,Left,ring,221.0
247,Left,pinky,206.0
248,Right,thumb,261.0
248,Right,index,277.0
248,Right,middle,285.0
248,Right,ring,260.0
248,Right,pinky,235.0
249,Right,thumb,264.0
249,Right,index,292.0
249,Right,middle,272.0
249,Right,ring,245.0
249,Right,pinky,227.0
249,Left,thumb,184.0
249,Left,index,198.0
249,Left,middle,209.0
249,Left,ring,240.0
249,Left,pinky,202.0
250,Right,thumb,261.0
250,Right,index,234.0
250,Right,middle,247.0
250,Right,ring,241.0
250,Right,pinky,224.0
250,Left,thumb,183.0
250,Left,index,225.0
250,Left,middle,228.0
250,Left,ring,214.0
250,Left,pinky,199.0
251,Right,thumb,261.0
251,Right,index,268.0
251,Right,middle,271.0
251,Right,ring,237.0
251,Right,pinky,219.0
252,Right,thumb,240.0
252,Right,index,242.0
252,Right,middle,230.0
252,Right,ring,215.0
252,Right,pinky,206.0
252,Left,thumb,194.0
252,Left,index,222.0
252,Left,middle,220.0
252,Left,ring,205.0
252,Left,pinky,200.0
253,Right,thumb,256.0
253,Right,index,267.0
253,Right,middle,263.0
253,Right,ring,238.0
253,Right,pinky,220.0
253,Left,thumb,184.0
253,Left,index,204.0
253,Left,middle,229.0
253,Left,ring,229.0
253,Left,pinky,205.0
254,Right,thumb,209.0
254,Right,index,251.0
254,Right,middle,248.0
254,Right,ring,222.0
254,Right,pinky,216.0
254,Left,thumb,210.0
254,Left,index,231.0
254,Left,middle,244.0
254,Left,ring,212.0
254,Left,pinky,208.0
255,Left,thumb,209.0
255,Left,index,241.0
255,Left,middle,231.0
255,Left,ring,219.0
255,Left,pinky,202.0
255,Right,thumb,257.0
255,Right,index,270.0
255,Right,middle,280.0
255,Right,ring,265.0
255,Right,pinky,244.0
256,Left,thumb,178.0
256,Left,index,198.0
256,Left,middle,224.0
256,Left,ring,245.0
256,Left,pinky,218.0
257,Left,thumb,180.0
257,Left,index,212.0
257,Left,middle,234.0
257,Left,ring,216.0
257,Left,pinky,206.0
258,Left,thumb,176.0
258,Left,index,230.0
258,Left,middle,222.0
258,Left,ring,224.0
258,Left,pinky,203.0
259,Left,thumb,180.0
259,Left,index,215.0
259,Left,middle,242.0
259,Left,ring,206.0
259,Left,pinky,195.0
260,Left,thumb,186.0
260,Left,index,217.0
260,Left,middle,244.0
260,Left,ring,242.0
260,Left,pinky,217.0
